ITERATION,POPULATION,BETA,ALFA,Path,Cost
10.0,10.0,0.9,0.8,"['23', '43', '7', '16', '50', '21', '34', '35', '36', '20', '3', '28', '31', '8', '38', '5', '49', '30', '15', '44', '37', '17', '27', '48', '26', '24', '25', '13', '18', '47', '12', '11', '1', '32', '46', '51', '14', '22', '2', '29', '9', '10', '39', '33', '45', '4', '42', '40', '41', '19', '6']",689.0
10.0,10.0,0.9,0.8,"['23', '43', '7', '16', '50', '21', '34', '35', '36', '20', '3', '28', '31', '8', '38', '5', '49', '30', '15', '44', '37', '17', '27', '48', '26', '24', '25', '13', '18', '47', '12', '11', '1', '32', '46', '51', '14', '22', '29', '2', '9', '10', '39', '33', '45', '4', '41', '40', '42', '19', '6']",697.0
10.0,10.0,0.9,0.8,"['23', '43', '7', '16', '50', '21', '34', '35', '36', '20', '3', '28', '31', '8', '38', '5', '49', '10', '15', '44', '37', '17', '14', '48', '26', '24', '25', '13', '18', '47', '12', '11', '1', '32', '46', '51', '27', '22', '29', '2', '9', '30', '39', '33', '45', '4', '41', '40', '42', '19', '6']",663.0
10.0,10.0,0.9,0.8,"['23', '43', '7', '16', '50', '21', '34', '35', '36', '20', '3', '28', '31', '8', '38', '5', '49', '30', '15', '44', '37', '17', '27', '48', '26', '24', '25', '13', '18', '47', '12', '11', '1', '32', '46', '51', '14', '22', '29', '2', '9', '10', '39', '33', '45', '4', '41', '40', '42', '19', '6']",697.0
10.0,10.0,0.9,0.8,"['23', '43', '7', '16', '50', '21', '34', '35', '36', '20', '3', '28', '31', '8', '38', '5', '49', '30', '15', '44', '37', '17', '27', '48', '26', '24', '25', '13', '18', '47', '12', '11', '1', '32', '46', '51', '14', '22', '29', '2', '9', '10', '39', '33', '45', '4', '41', '40', '42', '19', '6']",697.0
10.0,10.0,0.9,0.8,"['23', '43', '7', '16', '50', '21', '34', '35', '36', '20', '3', '28', '31', '8', '38', '5', '49', '30', '15', '44', '37', '17', '27', '48', '26', '24', '25', '13', '18', '47', '12', '11', '1', '32', '46', '51', '14', '22', '29', '2', '9', '10', '39', '33', '45', '4', '41', '40', '42', '19', '6']",697.0
10.0,10.0,0.9,0.8,"['23', '43', '7', '16', '50', '21', '34', '35', '36', '20', '3', '28', '31', '8', '38', '30', '49', '5', '15', '44', '37', '17', '27', '48', '26', '24', '25', '13', '18', '47', '12', '11', '1', '32', '46', '51', '14', '22', '29', '2', '9', '10', '39', '33', '45', '19', '42', '40', '41', '4', '6']",682.0
10.0,10.0,0.9,0.8,"['23', '43', '7', '16', '50', '21', '34', '35', '36', '20', '3', '28', '31', '8', '38', '5', '49', '10', '15', '44', '37', '17', '27', '48', '26', '24', '25', '13', '18', '47', '12', '11', '1', '32', '46', '51', '14', '22', '29', '2', '9', '30', '39', '33', '45', '4', '41', '40', '42', '19', '6']",684.0
10.0,10.0,0.9,0.8,"['23', '43', '7', '16', '50', '21', '34', '35', '36', '20', '3', '28', '31', '8', '1', '5', '49', '9', '15', '44', '37', '17', '27', '48', '26', '24', '25', '13', '18', '47', '12', '11', '38', '32', '46', '51', '14', '22', '29', '2', '30', '10', '39', '33', '45', '4', '41', '40', '42', '19', '6']",695.0
10.0,10.0,0.9,0.8,"['23', '43', '7', '16', '50', '21', '2', '35', '36', '20', '3', '28', '31', '8', '38', '5', '49', '30', '15', '44', '37', '17', '27', '48', '26', '24', '25', '13', '18', '47', '12', '11', '1', '32', '46', '51', '6', '22', '29', '34', '9', '10', '39', '33', '45', '4', '41', '40', '42', '19', '14']",672.0
10.0,10.0,0.9,0.8,"['23', '43', '7', '16', '50', '21', '34', '20', '36', '35', '3', '28', '31', '8', '38', '5', '49', '30', '15', '44', '37', '17', '27', '48', '26', '24', '25', '13', '18', '47', '12', '11', '1', '32', '46', '51', '14', '22', '29', '2', '9', '10', '39', '33', '45', '4', '41', '40', '42', '19', '6']",694.0
10.0,10.0,0.9,0.8,"['23', '43', '7', '16', '50', '34', '21', '35', '36', '20', '3', '28', '31', '8', '38', '5', '49', '30', '15', '44', '37', '17', '27', '48', '26', '24', '25', '13', '18', '47', '12', '11', '1', '32', '46', '51', '14', '22', '29', '2', '9', '10', '39', '33', '45', '4', '41', '40', '42', '19', '6']",686.0
10.0,10.0,0.9,0.8,"['23', '43', '7', '16', '50', '21', '34', '35', '36', '20', '3', '28', '31', '8', '38', '5', '49', '30', '15', '44', '37', '17', '27', '48', '26', '24', '25', '13', '18', '47', '12', '11', '1', '32', '46', '51', '14', '22', '29', '2', '9', '10', '39', '33', '45', '4', '41', '40', '42', '19', '6']",697.0
10.0,10.0,0.9,0.8,"['23', '43', '7', '16', '50', '34', '21', '35', '36', '20', '3', '28', '31', '8', '38', '5', '49', '30', '15', '44', '37', '17', '27', '48', '26', '24', '25', '13', '18', '47', '12', '14', '1', '32', '46', '51', '11', '22', '29', '2', '9', '10', '39', '33', '45', '4', '41', '40', '42', '19', '6']",684.0
10.0,10.0,0.9,0.8,"['23', '43', '7', '16', '50', '21', '34', '35', '36', '20', '3', '28', '31', '8', '38', '5', '49', '30', '15', '44', '37', '17', '27', '48', '26', '24', '25', '13', '18', '47', '12', '11', '1', '32', '46', '51', '14', '22', '29', '2', '9', '10', '39', '33', '45', '4', '42', '40', '41', '19', '6']",696.0
