ITERATION,POPULATION,BETA,ALFA,Path,Cost
10.0,10.0,0.9,0.8,"['48', '7', '26', '16', '50', '21', '29', '20', '35', '36', '3', '28', '31', '8', '27', '5', '49', '10', '15', '44', '37', '17', '14', '23', '43', '24', '25', '13', '18', '47', '12', '38', '11', '32', '46', '51', '1', '22', '2', '9', '34', '30', '39', '33', '45', '19', '41', '40', '42', '4', '6']",584
10.0,10.0,0.9,0.8,"['48', '7', '26', '16', '50', '21', '29', '20', '35', '36', '3', '28', '31', '8', '27', '5', '49', '10', '15', '44', '37', '17', '14', '23', '43', '24', '25', '13', '18', '47', '12', '38', '11', '32', '46', '51', '1', '22', '2', '9', '34', '30', '39', '33', '45', '19', '41', '40', '42', '4', '6']",584
10.0,10.0,0.9,0.8,"['48', '7', '26', '16', '50', '21', '29', '20', '35', '36', '3', '28', '31', '8', '27', '5', '49', '10', '15', '44', '37', '17', '14', '23', '43', '24', '25', '13', '18', '47', '12', '38', '11', '32', '46', '51', '1', '22', '2', '9', '34', '30', '39', '33', '45', '19', '41', '40', '42', '4', '6']",584
10.0,10.0,0.9,0.8,"['48', '7', '26', '16', '50', '21', '29', '20', '35', '36', '3', '28', '31', '8', '27', '5', '49', '10', '15', '44', '37', '17', '14', '23', '43', '24', '25', '13', '18', '47', '12', '38', '11', '32', '46', '51', '1', '22', '2', '9', '34', '30', '39', '33', '45', '19', '41', '40', '42', '4', '6']",584
10.0,10.0,0.9,0.8,"['48', '7', '26', '16', '50', '21', '29', '20', '35', '36', '3', '28', '31', '8', '27', '5', '49', '10', '15', '44', '37', '17', '14', '23', '43', '24', '25', '13', '18', '47', '12', '38', '11', '32', '46', '51', '1', '22', '2', '9', '34', '30', '39', '33', '45', '19', '41', '40', '42', '4', '6']",584
10.0,10.0,0.9,0.8,"['48', '7', '26', '16', '50', '21', '29', '20', '35', '36', '3', '28', '31', '8', '27', '5', '49', '10', '15', '44', '37', '17', '14', '23', '43', '24', '25', '13', '18', '47', '12', '38', '11', '32', '46', '51', '1', '22', '2', '9', '34', '30', '39', '33', '45', '19', '41', '40', '42', '4', '6']",584
10.0,10.0,0.9,0.8,"['48', '7', '26', '16', '50', '21', '29', '20', '35', '36', '3', '28', '31', '8', '27', '5', '49', '10', '15', '44', '37', '17', '14', '23', '43', '24', '25', '13', '18', '47', '12', '38', '11', '32', '46', '51', '1', '22', '2', '9', '34', '30', '39', '33', '45', '19', '41', '40', '42', '4', '6']",584
10.0,10.0,0.9,0.8,"['48', '7', '26', '16', '50', '21', '29', '20', '35', '36', '3', '28', '31', '8', '27', '5', '49', '10', '15', '44', '37', '17', '14', '23', '43', '24', '25', '13', '18', '47', '12', '38', '11', '32', '46', '51', '1', '22', '2', '9', '34', '30', '39', '33', '45', '19', '41', '40', '42', '4', '6']",584
10.0,10.0,0.9,0.8,"['48', '7', '26', '16', '50', '21', '29', '20', '35', '36', '3', '28', '31', '8', '27', '5', '49', '10', '15', '44', '37', '17', '14', '23', '43', '24', '25', '13', '18', '47', '12', '38', '11', '32', '46', '51', '1', '22', '2', '9', '34', '30', '39', '33', '45', '19', '41', '40', '42', '4', '6']",584
10.0,10.0,0.9,0.8,"['48', '7', '26', '16', '50', '21', '29', '20', '35', '36', '3', '28', '31', '8', '27', '5', '49', '10', '15', '44', '37', '17', '14', '23', '43', '24', '25', '13', '18', '47', '12', '38', '11', '32', '46', '51', '1', '22', '2', '9', '34', '30', '39', '33', '45', '19', '41', '40', '42', '4', '6']",584
10.0,10.0,0.9,0.8,"['48', '7', '26', '16', '50', '21', '29', '20', '35', '36', '3', '28', '31', '8', '27', '5', '49', '10', '15', '44', '37', '17', '14', '23', '43', '24', '25', '13', '18', '47', '12', '38', '11', '32', '46', '51', '1', '22', '2', '9', '34', '30', '39', '33', '45', '19', '41', '40', '42', '4', '6']",584
10.0,10.0,0.9,0.8,"['48', '7', '26', '16', '50', '21', '29', '20', '35', '36', '3', '28', '31', '8', '27', '5', '49', '10', '15', '44', '37', '17', '14', '23', '43', '24', '25', '13', '18', '47', '12', '38', '11', '32', '46', '51', '1', '22', '2', '9', '34', '30', '39', '33', '45', '19', '41', '40', '42', '4', '6']",584
10.0,10.0,0.9,0.8,"['48', '7', '26', '16', '50', '21', '29', '20', '35', '36', '3', '28', '31', '8', '27', '5', '49', '10', '15', '44', '37', '17', '14', '23', '43', '24', '25', '13', '18', '47', '12', '38', '11', '32', '46', '51', '1', '22', '2', '9', '34', '30', '39', '33', '45', '19', '41', '40', '42', '4', '6']",584
10.0,10.0,0.9,0.8,"['48', '7', '26', '16', '50', '21', '29', '20', '35', '36', '3', '28', '31', '8', '27', '5', '49', '10', '15', '44', '37', '17', '14', '23', '43', '24', '25', '13', '18', '47', '12', '38', '11', '32', '46', '51', '1', '22', '2', '9', '34', '30', '39', '33', '45', '19', '41', '40', '42', '4', '6']",584
10.0,10.0,0.9,0.8,"['48', '7', '26', '16', '50', '21', '29', '20', '35', '36', '3', '28', '31', '8', '27', '5', '49', '10', '15', '44', '37', '17', '14', '23', '43', '24', '25', '13', '18', '47', '12', '38', '11', '32', '46', '51', '1', '22', '2', '9', '34', '30', '39', '33', '45', '19', '41', '40', '42', '4', '6']",584
