ITERATION,POPULATION,BETA,ALFA,Path,Cost
10.0,10.0,0.9,0.8,"['5', '37', '34', '21', '39', '33', '49', '20', '36', '29', '11', '2', '3', '35', '1', '26', '28', '22', '46', '15', '13', '16', '31', '32', '27', '48', '30', '47', '51', '38', '50', '9', '10', '45', '44', '19', '42', '12', '17', '40', '25', '43', '24', '6', '4', '18', '41', '8', '7', '23', '14']",989.0
10.0,10.0,0.9,0.8,"['43', '3', '20', '46', '47', '23', '7', '48', '1', '29', '9', '50', '25', '13', '42', '4', '40', '18', '14', '32', '8', '22', '28', '31', '2', '15', '45', '10', '16', '21', '49', '19', '41', '30', '34', '36', '35', '38', '51', '5', '39', '33', '12', '27', '11', '37', '44', '17', '6', '24', '26']",984.0
10.0,10.0,0.9,0.8,"['5', '34', '50', '21', '9', '30', '2', '16', '38', '24', '41', '18', '12', '47', '49', '10', '46', '8', '32', '44', '45', '42', '40', '27', '48', '4', '17', '26', '31', '28', '1', '29', '36', '11', '15', '37', '19', '13', '39', '33', '51', '23', '25', '14', '6', '43', '7', '3', '22', '20', '35']",1008.0
10.0,10.0,0.9,0.8,"['23', '31', '20', '29', '8', '36', '21', '33', '42', '13', '41', '40', '15', '45', '17', '19', '44', '37', '34', '22', '3', '27', '43', '7', '24', '2', '50', '32', '28', '35', '26', '48', '16', '5', '49', '18', '25', '47', '1', '51', '39', '46', '12', '11', '30', '9', '38', '10', '6', '14', '4']",1068.0
10.0,10.0,0.9,0.8,"['50', '17', '42', '44', '13', '25', '48', '23', '43', '14', '6', '51', '21', '30', '20', '2', '16', '11', '5', '40', '19', '41', '37', '10', '39', '28', '31', '24', '7', '8', '22', '15', '33', '9', '49', '47', '12', '46', '45', '4', '18', '35', '38', '29', '32', '27', '1', '26', '36', '3', '34']",980.0
10.0,10.0,0.9,0.8,"['23', '43', '7', '50', '16', '21', '10', '35', '36', '20', '3', '48', '26', '2', '38', '5', '49', '30', '15', '44', '47', '17', '27', '31', '28', '24', '25', '13', '14', '37', '12', '8', '1', '32', '46', '51', '18', '22', '29', '11', '9', '34', '33', '39', '45', '4', '41', '40', '42', '19', '6']",873.0
10.0,10.0,0.9,0.8,"['27', '48', '25', '14', '41', '10', '11', '31', '26', '23', '13', '4', '40', '19', '17', '1', '2', '43', '24', '50', '34', '20', '21', '35', '30', '38', '12', '33', '49', '39', '29', '36', '3', '46', '51', '47', '22', '9', '16', '8', '28', '32', '6', '7', '15', '37', '42', '45', '44', '5', '18']",1066.0
10.0,10.0,0.9,0.8,"['33', '45', '39', '22', '8', '27', '5', '49', '21', '50', '10', '30', '34', '9', '38', '13', '17', '47', '1', '32', '48', '18', '11', '29', '20', '2', '43', '25', '41', '40', '37', '44', '42', '12', '6', '14', '23', '24', '51', '16', '36', '35', '3', '28', '31', '7', '26', '46', '15', '19', '4']",901.0
10.0,10.0,0.9,0.8,"['44', '19', '41', '40', '33', '30', '51', '5', '9', '32', '48', '7', '6', '4', '46', '2', '21', '35', '36', '23', '27', '11', '12', '47', '34', '29', '10', '20', '50', '16', '3', '1', '22', '31', '28', '26', '8', '24', '43', '13', '42', '15', '37', '17', '25', '18', '14', '49', '38', '39', '45']",924.0
10.0,10.0,0.9,0.8,"['9', '28', '31', '27', '51', '16', '50', '29', '2', '21', '49', '5', '37', '44', '19', '46', '3', '36', '12', '13', '24', '1', '22', '32', '15', '40', '41', '4', '42', '17', '33', '47', '39', '30', '10', '34', '26', '48', '8', '20', '35', '45', '25', '14', '18', '23', '43', '7', '6', '11', '38']",992.0
10.0,10.0,0.9,0.8,"['35', '30', '50', '39', '33', '19', '4', '47', '46', '48', '23', '1', '6', '7', '14', '9', '10', '16', '2', '5', '37', '13', '25', '43', '24', '41', '42', '45', '32', '22', '28', '40', '44', '15', '17', '11', '49', '38', '51', '12', '18', '27', '31', '26', '8', '36', '21', '34', '29', '20', '3']",937.0
10.0,10.0,0.9,0.8,"['22', '14', '27', '32', '31', '2', '1', '18', '26', '28', '6', '4', '17', '15', '44', '47', '35', '36', '20', '16', '29', '3', '46', '40', '19', '25', '23', '24', '43', '48', '7', '13', '12', '9', '5', '49', '38', '34', '50', '21', '42', '39', '30', '33', '45', '37', '41', '10', '11', '51', '8']",1013.0
10.0,10.0,0.9,0.8,"['50', '33', '39', '44', '17', '42', '26', '3', '20', '36', '35', '2', '27', '32', '19', '13', '14', '25', '18', '37', '11', '46', '9', '34', '38', '30', '4', '43', '28', '31', '1', '12', '5', '21', '29', '48', '24', '7', '8', '23', '22', '16', '41', '40', '47', '6', '51', '45', '15', '10', '49']",988.0
10.0,10.0,0.9,0.8,"['10', '9', '29', '47', '6', '7', '8', '31', '51', '37', '17', '44', '30', '39', '34', '16', '49', '21', '32', '26', '27', '28', '35', '20', '36', '3', '12', '4', '38', '50', '5', '15', '13', '25', '48', '23', '43', '24', '14', '19', '41', '40', '18', '46', '1', '22', '2', '11', '42', '33', '45']",887.0
10.0,10.0,0.9,0.8,"['1', '16', '50', '15', '45', '47', '21', '22', '13', '14', '24', '8', '32', '37', '38', '30', '10', '5', '12', '41', '40', '42', '49', '19', '17', '43', '26', '48', '7', '23', '27', '46', '51', '6', '18', '34', '9', '28', '11', '2', '20', '29', '33', '39', '44', '4', '25', '31', '3', '36', '35']",1021.0
