ITERATION,POPULATION,BETA,ALFA,Path,Cost
10.0,10.0,0.9,0.8,"['23', '43', '7', '16', '50', '21', '29', '20', '36', '35', '3', '28', '31', '8', '27', '5', '49', '10', '15', '44', '37', '17', '14', '48', '26', '24', '25', '13', '18', '47', '12', '38', '11', '32', '46', '51', '1', '22', '2', '9', '34', '30', '39', '33', '45', '19', '41', '40', '42', '4', '6']",612.0
10.0,10.0,0.9,0.8,"['23', '43', '7', '16', '50', '21', '29', '20', '36', '35', '3', '28', '31', '8', '27', '5', '49', '10', '15', '44', '37', '17', '14', '48', '26', '24', '25', '13', '18', '47', '12', '38', '11', '32', '46', '51', '1', '22', '2', '34', '9', '30', '39', '33', '45', '19', '41', '40', '42', '4', '6']",617.0
10.0,10.0,0.9,0.8,"['23', '43', '7', '16', '50', '21', '29', '20', '36', '35', '3', '28', '31', '8', '27', '5', '49', '10', '15', '44', '37', '17', '14', '48', '26', '24', '25', '13', '18', '47', '12', '38', '11', '32', '46', '51', '1', '22', '2', '34', '9', '30', '39', '33', '45', '19', '41', '40', '42', '4', '6']",617.0
10.0,10.0,0.9,0.8,"['23', '43', '7', '16', '50', '21', '29', '20', '36', '35', '3', '28', '31', '8', '27', '5', '49', '10', '15', '44', '37', '17', '14', '48', '26', '24', '25', '13', '18', '47', '12', '38', '11', '32', '46', '51', '1', '22', '2', '34', '9', '30', '39', '33', '45', '19', '41', '40', '42', '4', '6']",617.0
10.0,10.0,0.9,0.8,"['23', '43', '26', '16', '50', '21', '29', '20', '36', '35', '3', '28', '31', '8', '27', '5', '49', '10', '15', '44', '37', '17', '14', '48', '7', '24', '25', '13', '18', '47', '12', '38', '11', '32', '46', '51', '1', '22', '2', '34', '9', '30', '39', '33', '45', '19', '41', '40', '42', '4', '6']",610.0
10.0,10.0,0.9,0.8,"['23', '43', '7', '16', '50', '21', '29', '20', '36', '35', '3', '28', '31', '8', '27', '5', '49', '10', '15', '44', '37', '17', '14', '48', '26', '24', '25', '13', '18', '47', '12', '38', '11', '32', '46', '51', '1', '22', '2', '34', '9', '30', '39', '33', '45', '19', '41', '40', '42', '4', '6']",617.0
10.0,10.0,0.9,0.8,"['23', '26', '7', '16', '50', '21', '29', '20', '36', '35', '3', '28', '31', '8', '27', '5', '49', '10', '15', '44', '37', '17', '14', '48', '43', '24', '25', '13', '18', '47', '12', '38', '11', '32', '46', '51', '1', '22', '2', '34', '9', '30', '39', '33', '45', '19', '41', '40', '42', '4', '6']",615.0
10.0,10.0,0.9,0.8,"['23', '43', '7', '16', '50', '21', '29', '20', '36', '35', '3', '28', '31', '8', '27', '5', '49', '10', '15', '44', '37', '17', '14', '48', '26', '24', '25', '13', '18', '47', '12', '38', '11', '32', '46', '51', '1', '22', '2', '34', '9', '30', '39', '33', '45', '19', '41', '40', '42', '4', '6']",617.0
10.0,10.0,0.9,0.8,"['23', '43', '7', '16', '50', '21', '29', '20', '36', '35', '3', '28', '31', '8', '27', '5', '49', '10', '15', '44', '37', '17', '14', '48', '26', '24', '25', '13', '18', '47', '12', '38', '11', '32', '46', '51', '1', '22', '2', '34', '9', '30', '39', '33', '45', '19', '41', '40', '42', '4', '6']",617.0
10.0,10.0,0.9,0.8,"['23', '43', '7', '16', '50', '21', '29', '20', '36', '35', '3', '28', '31', '8', '27', '5', '49', '10', '15', '44', '37', '17', '14', '48', '26', '24', '25', '13', '18', '47', '12', '38', '11', '32', '46', '51', '1', '22', '2', '34', '9', '30', '39', '33', '45', '19', '41', '40', '42', '4', '6']",617.0
10.0,10.0,0.9,0.8,"['23', '43', '7', '16', '50', '21', '29', '20', '36', '35', '3', '28', '31', '8', '27', '5', '49', '10', '15', '44', '37', '17', '14', '48', '26', '24', '25', '13', '18', '47', '12', '38', '11', '32', '46', '51', '1', '22', '2', '34', '9', '30', '39', '33', '45', '42', '41', '40', '19', '4', '6']",611.0
10.0,10.0,0.9,0.8,"['23', '43', '7', '16', '50', '21', '29', '20', '36', '35', '3', '28', '31', '8', '27', '5', '49', '10', '15', '44', '37', '17', '14', '48', '26', '24', '25', '13', '18', '47', '12', '38', '11', '32', '46', '51', '1', '22', '2', '34', '9', '30', '39', '33', '45', '19', '41', '40', '42', '4', '6']",617.0
10.0,10.0,0.9,0.8,"['23', '43', '7', '16', '50', '21', '29', '20', '36', '35', '3', '28', '31', '8', '27', '5', '49', '10', '15', '44', '37', '17', '14', '48', '26', '24', '25', '13', '18', '47', '12', '38', '11', '32', '46', '51', '1', '22', '2', '9', '34', '30', '39', '33', '45', '19', '41', '40', '42', '4', '6']",612.0
10.0,10.0,0.9,0.8,"['23', '43', '7', '16', '50', '21', '29', '20', '36', '35', '3', '28', '31', '8', '27', '5', '49', '10', '15', '44', '37', '17', '14', '48', '26', '24', '25', '13', '18', '47', '12', '38', '11', '32', '46', '51', '1', '22', '2', '9', '34', '30', '39', '33', '45', '19', '41', '40', '42', '4', '6']",612.0
10.0,10.0,0.9,0.8,"['23', '43', '7', '16', '50', '21', '29', '20', '36', '35', '3', '28', '31', '8', '27', '5', '49', '10', '15', '44', '37', '17', '14', '48', '26', '24', '25', '13', '18', '47', '12', '38', '11', '32', '46', '51', '1', '22', '2', '34', '9', '30', '39', '33', '45', '19', '41', '40', '42', '4', '6']",617.0
