ITERATION,POPULATION,BETA,ALFA,Path,Cost
10.0,10.0,0.9,0.8,"['48', '7', '26', '16', '50', '21', '29', '20', '35', '36', '3', '28', '31', '8', '11', '38', '49', '10', '15', '44', '37', '17', '14', '23', '43', '24', '25', '13', '4', '47', '12', '5', '46', '51', '27', '32', '1', '22', '2', '9', '34', '30', '39', '33', '45', '42', '40', '19', '41', '18', '6']",560.0
10.0,10.0,0.9,0.8,"['48', '7', '26', '16', '50', '21', '29', '20', '35', '36', '3', '28', '31', '8', '11', '38', '49', '10', '15', '44', '37', '17', '14', '23', '43', '24', '25', '13', '4', '47', '12', '5', '46', '51', '27', '32', '1', '22', '2', '9', '34', '30', '39', '33', '45', '42', '40', '19', '41', '18', '6']",560.0
10.0,10.0,0.9,0.8,"['48', '7', '26', '16', '50', '21', '29', '20', '35', '36', '3', '28', '31', '8', '11', '38', '49', '10', '15', '44', '37', '17', '14', '23', '43', '24', '25', '13', '4', '47', '12', '5', '46', '51', '27', '32', '1', '22', '2', '9', '34', '30', '39', '33', '45', '42', '40', '19', '41', '18', '6']",560.0
10.0,10.0,0.9,0.8,"['48', '7', '26', '16', '50', '21', '29', '20', '35', '36', '3', '28', '31', '8', '11', '38', '49', '10', '15', '44', '37', '17', '14', '23', '43', '24', '25', '18', '4', '47', '12', '5', '46', '51', '27', '32', '1', '22', '2', '9', '34', '30', '39', '33', '45', '42', '40', '19', '41', '13', '6']",555.0
10.0,10.0,0.9,0.8,"['48', '7', '26', '16', '50', '21', '29', '20', '35', '36', '3', '28', '31', '8', '11', '38', '49', '10', '15', '44', '37', '17', '14', '23', '43', '24', '25', '13', '4', '47', '12', '5', '46', '51', '27', '32', '1', '22', '2', '9', '34', '30', '39', '33', '45', '42', '40', '19', '41', '18', '6']",560.0
10.0,10.0,0.9,0.8,"['48', '7', '26', '16', '50', '21', '29', '20', '35', '36', '3', '28', '31', '8', '11', '38', '49', '10', '15', '44', '37', '17', '14', '23', '43', '24', '25', '13', '4', '47', '12', '5', '46', '51', '27', '32', '1', '22', '2', '9', '34', '30', '39', '33', '45', '42', '40', '19', '41', '18', '6']",560.0
10.0,10.0,0.9,0.8,"['48', '7', '26', '16', '50', '21', '29', '20', '35', '36', '3', '28', '31', '8', '11', '38', '49', '10', '15', '44', '37', '17', '14', '23', '43', '24', '25', '13', '4', '47', '12', '5', '46', '51', '27', '32', '1', '22', '2', '9', '34', '30', '39', '33', '45', '42', '40', '19', '41', '18', '6']",560.0
10.0,10.0,0.9,0.8,"['48', '7', '26', '16', '50', '21', '29', '20', '35', '36', '3', '28', '31', '8', '11', '38', '49', '10', '15', '44', '37', '17', '14', '23', '43', '24', '25', '13', '4', '47', '12', '5', '46', '51', '27', '32', '1', '22', '2', '9', '34', '30', '39', '33', '45', '42', '40', '19', '41', '18', '6']",560.0
10.0,10.0,0.9,0.8,"['48', '7', '26', '16', '50', '21', '29', '20', '35', '36', '3', '28', '31', '8', '11', '38', '49', '10', '15', '44', '37', '17', '14', '23', '43', '24', '25', '13', '4', '47', '12', '5', '46', '51', '27', '32', '1', '22', '2', '9', '34', '30', '39', '33', '45', '42', '40', '19', '41', '18', '6']",560.0
10.0,10.0,0.9,0.8,"['48', '7', '26', '16', '50', '21', '29', '20', '35', '36', '3', '28', '31', '8', '11', '38', '49', '10', '15', '44', '37', '17', '14', '23', '43', '24', '25', '13', '4', '47', '12', '5', '46', '51', '27', '32', '1', '22', '2', '9', '34', '30', '39', '33', '45', '42', '40', '19', '41', '18', '6']",560.0
10.0,10.0,0.9,0.8,"['48', '7', '26', '16', '50', '21', '29', '20', '35', '36', '3', '28', '31', '8', '11', '38', '49', '10', '15', '44', '37', '17', '14', '23', '43', '24', '25', '13', '4', '47', '12', '5', '46', '51', '27', '32', '1', '22', '2', '9', '34', '30', '39', '33', '45', '42', '40', '19', '41', '18', '6']",560.0
10.0,10.0,0.9,0.8,"['48', '7', '26', '16', '50', '21', '29', '20', '35', '36', '3', '28', '31', '8', '11', '38', '49', '10', '15', '44', '37', '17', '14', '23', '43', '24', '25', '13', '4', '47', '12', '5', '46', '51', '27', '32', '1', '22', '2', '9', '34', '30', '39', '33', '45', '42', '40', '19', '41', '18', '6']",560.0
10.0,10.0,0.9,0.8,"['48', '7', '26', '16', '50', '21', '29', '20', '35', '36', '3', '28', '31', '8', '11', '38', '49', '10', '15', '44', '37', '17', '14', '23', '43', '24', '25', '13', '4', '47', '12', '5', '46', '51', '27', '32', '1', '22', '2', '9', '34', '30', '39', '33', '45', '42', '40', '19', '41', '18', '6']",560.0
10.0,10.0,0.9,0.8,"['48', '7', '26', '16', '50', '21', '29', '20', '35', '36', '3', '28', '31', '8', '11', '38', '49', '10', '15', '44', '37', '17', '14', '23', '43', '24', '25', '13', '4', '47', '12', '5', '46', '51', '27', '32', '1', '22', '2', '9', '34', '30', '39', '33', '45', '42', '40', '19', '41', '18', '6']",560.0
10.0,10.0,0.9,0.8,"['48', '7', '26', '16', '50', '21', '29', '20', '35', '36', '3', '28', '31', '8', '11', '38', '49', '10', '15', '44', '37', '17', '14', '23', '43', '24', '25', '13', '4', '47', '12', '5', '46', '51', '27', '32', '1', '22', '2', '9', '34', '30', '39', '33', '45', '42', '40', '19', '41', '18', '6']",560.0
