ITERATION,POPULATION,BETA,ALFA,Path,Cost
10.0,10.0,0.9,0.8,"['23', '43', '7', '50', '16', '21', '34', '35', '36', '20', '3', '28', '31', '2', '38', '11', '49', '5', '15', '44', '37', '17', '14', '48', '26', '24', '25', '13', '18', '47', '12', '8', '1', '32', '46', '51', '27', '22', '29', '30', '9', '10', '33', '39', '45', '4', '41', '40', '42', '19', '6']",713.0
10.0,10.0,0.9,0.8,"['23', '43', '7', '50', '16', '21', '34', '35', '36', '20', '3', '28', '31', '8', '38', '5', '49', '30', '15', '44', '37', '17', '27', '48', '26', '24', '25', '13', '18', '47', '12', '2', '1', '32', '46', '51', '14', '22', '29', '11', '9', '10', '33', '39', '45', '19', '41', '40', '42', '4', '6']",723.0
10.0,10.0,0.9,0.8,"['23', '43', '7', '50', '16', '21', '34', '35', '36', '20', '3', '28', '31', '2', '38', '5', '49', '30', '15', '44', '37', '17', '14', '48', '26', '24', '25', '13', '18', '47', '12', '8', '1', '32', '46', '51', '27', '22', '29', '11', '9', '10', '33', '39', '45', '19', '41', '40', '42', '4', '6']",706.0
10.0,10.0,0.9,0.8,"['7', '43', '26', '50', '16', '21', '34', '35', '36', '20', '3', '28', '31', '2', '38', '5', '49', '30', '15', '44', '37', '17', '27', '48', '23', '24', '25', '13', '18', '47', '12', '8', '1', '32', '46', '51', '14', '22', '29', '11', '9', '10', '33', '39', '45', '4', '41', '40', '42', '19', '6']",730.0
10.0,10.0,0.9,0.8,"['23', '43', '7', '50', '16', '21', '34', '35', '36', '20', '3', '28', '31', '2', '38', '5', '49', '30', '15', '44', '37', '17', '6', '48', '26', '24', '25', '13', '18', '47', '12', '8', '1', '32', '46', '51', '27', '22', '29', '11', '9', '10', '33', '39', '45', '4', '41', '40', '42', '19', '14']",711.0
10.0,10.0,0.9,0.8,"['23', '43', '7', '16', '50', '21', '34', '35', '36', '20', '3', '28', '31', '8', '38', '5', '49', '30', '15', '44', '37', '17', '27', '48', '26', '24', '25', '13', '18', '47', '12', '11', '1', '32', '46', '51', '14', '22', '29', '2', '9', '10', '39', '33', '45', '4', '41', '40', '42', '19', '6']",697.0
10.0,10.0,0.9,0.8,"['23', '43', '7', '8', '16', '21', '34', '35', '36', '20', '3', '28', '31', '2', '38', '5', '49', '33', '15', '44', '37', '17', '27', '48', '26', '24', '25', '13', '18', '47', '12', '50', '1', '32', '46', '51', '14', '22', '29', '11', '9', '10', '30', '39', '45', '4', '41', '40', '42', '19', '6']",729.0
10.0,10.0,0.9,0.8,"['23', '43', '7', '50', '16', '21', '34', '35', '36', '20', '3', '28', '31', '2', '38', '5', '49', '30', '15', '44', '37', '17', '27', '48', '26', '24', '25', '13', '18', '47', '14', '8', '1', '32', '46', '51', '12', '22', '29', '11', '9', '10', '33', '39', '45', '4', '41', '40', '19', '42', '6']",729.0
10.0,10.0,0.9,0.8,"['23', '43', '7', '50', '16', '21', '34', '35', '36', '20', '3', '28', '31', '2', '38', '5', '49', '30', '15', '44', '37', '17', '12', '48', '26', '24', '25', '13', '18', '47', '27', '8', '1', '32', '46', '51', '14', '22', '29', '11', '9', '10', '33', '39', '45', '4', '41', '40', '42', '19', '6']",736.0
10.0,10.0,0.9,0.8,"['14', '43', '7', '50', '16', '21', '34', '35', '36', '20', '3', '28', '31', '2', '38', '5', '49', '30', '15', '44', '37', '17', '27', '48', '23', '24', '25', '13', '18', '47', '12', '8', '1', '32', '46', '51', '26', '22', '29', '11', '9', '10', '33', '39', '45', '4', '41', '40', '42', '19', '6']",725.0
10.0,10.0,0.9,0.8,"['23', '43', '7', '16', '50', '21', '34', '35', '36', '20', '3', '28', '31', '2', '38', '5', '49', '30', '15', '44', '37', '17', '27', '48', '26', '24', '25', '13', '18', '47', '12', '8', '1', '32', '46', '51', '6', '22', '29', '11', '9', '10', '33', '39', '45', '4', '41', '40', '42', '19', '14']",714.0
10.0,10.0,0.9,0.8,"['23', '43', '7', '50', '16', '21', '34', '35', '36', '20', '3', '28', '31', '2', '38', '5', '49', '30', '15', '44', '37', '17', '14', '48', '26', '24', '25', '13', '18', '47', '12', '8', '1', '32', '46', '51', '27', '22', '29', '11', '9', '10', '33', '39', '45', '4', '41', '40', '42', '19', '6']",720.0
10.0,10.0,0.9,0.8,"['23', '43', '7', '50', '16', '34', '21', '35', '36', '20', '3', '28', '31', '2', '38', '5', '9', '30', '15', '44', '37', '17', '27', '48', '26', '24', '25', '13', '18', '47', '12', '8', '1', '32', '46', '51', '14', '22', '29', '11', '49', '10', '33', '39', '45', '4', '41', '40', '42', '19', '6']",733.0
10.0,10.0,0.9,0.8,"['23', '43', '7', '8', '16', '21', '34', '35', '36', '20', '3', '28', '31', '2', '38', '5', '49', '30', '15', '44', '37', '17', '27', '48', '26', '24', '25', '13', '18', '47', '12', '50', '1', '32', '46', '51', '6', '22', '29', '11', '9', '10', '33', '39', '45', '4', '41', '40', '42', '19', '14']",720.0
10.0,10.0,0.9,0.8,"['23', '43', '7', '50', '16', '21', '34', '35', '36', '20', '3', '28', '31', '22', '11', '5', '49', '30', '15', '44', '37', '17', '27', '48', '14', '24', '25', '13', '18', '47', '26', '8', '1', '32', '46', '51', '12', '2', '29', '38', '9', '10', '33', '39', '45', '4', '41', '40', '42', '19', '6']",701.0
